woreda_name,environ_var_code,week_epidemiar,ref_value,ref_sd,ref_yrcount,ref_max,ref_uq,ref_median,ref_lq,ref_min
Aba-Korow,lst_mean,1,28.478866326153845,0.9963124049923315,13,29.63571323,29.36012287,28.58744143,27.75365806,26.67758235
Aba-Korow,lst_mean,2,28.263596220833332,0.816064279621294,12,29.97908576,28.648550210000003,28.247351985,27.9320106775,26.97668628
Aba-Korow,lst_mean,3,28.858335910000005,0.9388929278632547,12,30.6625849,29.590012285,28.725850870000002,28.24343654,27.42824571
Aba-Korow,lst_mean,4,28.957112130833337,0.8126846717640642,12,30.35075187,29.45536132,28.818699600000002,28.4637782725,27.78734406
Aba-Korow,lst_mean,5,29.23906532166667,0.6450789975921883,12,30.59038717,29.6602404375,29.171533355,28.8689665775,28.21959616
Aba-Korow,lst_mean,6,29.583472282499997,0.7720443275365886,12,30.84343065,30.269290405,29.47162688,29.1530110775,28.24108276
Aba-Korow,lst_mean,7,30.10656758083333,0.7776329585059419,12,31.21608885,30.73581806,30.02877169,29.713335002500003,28.76961543
Aba-Korow,lst_mean,8,30.773976557500003,0.6331018486644366,12,31.62810959,31.224247130000002,30.936481455,30.289511075,29.50389902
Aba-Korow,lst_mean,9,30.85039447583333,0.6016954792455517,12,31.6631194,31.3798642075,30.731310515,30.479189920000003,29.79357455
Aba-Korow,lst_mean,10,31.119526987499995,0.9095738124558503,12,32.25403718,32.021969505,31.01023646,30.5917282625,29.57829445
Aba-Korow,lst_mean,11,30.96901397666667,1.0862750687149196,12,32.70880916,31.64700191,31.057303005,30.475913705,29.12105743
Aba-Korow,lst_mean,12,30.019329514166667,2.1327767993869324,12,32.44851038,31.624123967499997,30.65828031,28.7576532825,26.24420234
Aba-Korow,lst_mean,13,31.117801030000006,1.5591799144920935,12,32.5845112,32.053977347499995,31.589295964999998,30.960596260000003,26.96779326
Aba-Korow,lst_mean,14,29.92045170416667,1.8961894401346469,12,31.9474252,31.563038697499998,30.487367865,28.230322975,26.56138284
